invoice_id,exporter_id,importer_country,invoice_amount,invoice_date,due_date,payment_date,status,payment_amount,payment_delay_days,is_delayed,is_defaulted,amt_vs_avg_ratio
INV_0035,EXP_039,Canada,27196.97,2025-11-09,2025-12-24,2025-12-28,Paid,27196.97,4,True,False,0.3712755387448199
INV_0036,EXP_034,USA,39830.92,2025-01-15,2025-02-14,2025-04-15,Paid Late,39830.92,60,True,False,0.5150278039363213
INV_0037,EXP_002,USA,89347.62,2025-08-26,2025-11-24,2026-01-21,Paid Late,89347.62,58,True,False,1.0723963563688121
INV_0038,EXP_013,Singapore,9478.97,2023-07-10,2023-08-09,2023-08-05,Paid,9478.97,-4,False,False,0.13885694668458784
INV_0039,EXP_012,Canada,43084.33,2025-09-27,2025-10-27,2025-10-29,Paid,43084.33,2,True,False,0.4592938798665484
INV_0040,EXP_045,UK,35021.36,2023-05-31,2023-06-30,2023-08-25,Paid Late,35021.36,56,True,False,0.6288000485017866
INV_0041,EXP_026,Germany,83056.38,2025-08-23,2025-11-21,2025-11-18,Paid,83056.38,-3,False,False,1.0767671405938166
INV_0042,EXP_017,Canada,53485.09,2023-05-13,2023-07-12,2023-07-10,Paid,53485.09,-2,False,False,0.6388012266346286
INV_0043,EXP_042,UK,35408.85,2024-01-14,2024-02-28,2024-02-27,Paid,35408.85,-1,False,False,0.470659044817421
INV_0044,EXP_012,Canada,130725.32,2026-01-09,2026-03-10,2026-04-01,Paid Late,130725.32,22,True,False,1.3935771873346088
INV_0045,EXP_009,USA,90852.39,2023-12-05,2024-01-04,2023-12-31,Paid,90852.39,-4,False,False,1.050605645455585
INV_0046,EXP_034,Singapore,137921.9,2024-12-17,2025-02-15,2025-02-17,Paid,137921.9,2,True,False,1.7833786734457782
INV_0047,EXP_038,France,79897.81,2025-12-10,2026-01-09,2026-03-10,Paid Late,79897.81,60,True,False,0.9718018070685935
INV_0048,EXP_036,UAE,128119.19,2023-04-02,2023-05-02,,Overdue,0.0,1022,True,True,1.5100444757976088
INV_0049,EXP_035,Singapore,98811.66,2025-04-12,2025-05-12,2025-05-15,Paid,98811.66,3,True,False,1.0662591300553628
INV_0050,EXP_004,France,93721.31,2025-10-03,2026-01-01,2025-12-27,Paid,93721.31,-5,False,False,1.1615574982869672
INV_0051,EXP_049,USA,44789.71,2024-03-12,2024-04-26,2024-04-23,Paid,44789.71,-3,False,False,0.7611113779455797
INV_0052,EXP_024,Canada,35613.65,2023-07-09,2023-08-23,2023-08-21,Paid,35613.65,-2,False,False,0.41088473485597654
INV_0053,EXP_034,France,94754.56,2024-06-14,2024-09-12,2024-09-13,Paid,94754.56,1,True,False,1.2252097855071487
INV_0054,EXP_027,UK,79060.83,2024-11-23,2025-01-22,2025-03-16,Paid Late,79060.83,53,True,False,0.8965667288741888
INV_0055,EXP_039,UK,67041.64,2025-02-04,2025-05-05,2025-06-19,Paid Late,67041.64,45,True,False,0.9152093416779982
INV_0056,EXP_029,USA,8935.98,2024-03-07,2024-05-06,2024-05-08,Paid,8935.98,2,True,False,0.12217304441342816
INV_0057,EXP_037,UK,16264.06,2023-06-03,2023-07-03,2023-06-29,Paid,16264.06,-4,False,False,0.21839031862970618
INV_0058,EXP_012,France,61278.82,2025-08-27,2025-09-26,2025-09-24,Paid,61278.82,-2,False,False,0.6532534448474386
INV_0059,EXP_033,Singapore,134432.22,2024-09-19,2024-10-19,2024-12-08,Paid Late,134432.22,50,True,False,1.741623597765778
INV_0060,EXP_008,USA,93379.27,2024-02-15,2024-05-15,2024-05-19,Paid,93379.27,4,True,False,1.274929175546864
INV_0061,EXP_010,UK,131152.43,2025-03-11,2025-04-25,2025-04-24,Paid,131152.43,-1,False,False,1.550967091915279
INV_0062,EXP_004,Singapore,94340.21,2023-07-30,2023-09-28,2023-09-29,Paid,94340.21,1,True,False,1.1692279836407231
INV_0063,EXP_001,Canada,70502.38,2023-01-04,2023-04-04,2023-04-01,Paid,70502.38,-3,False,False,0.9326288757599166
INV_0064,EXP_010,France,27027.22,2024-06-30,2024-08-14,2024-08-12,Paid,27027.22,-2,False,False,0.31961534228496163
INV_0065,EXP_039,France,12025.02,2023-10-06,2024-01-04,2024-01-31,Paid Late,12025.02,27,True,False,0.16415783739575526
INV_0066,EXP_006,UK,116720.24,2023-08-19,2023-09-18,2023-09-18,Paid,116720.24,0,False,False,1.6816684983370571
INV_0067,EXP_014,Germany,51465.16,2024-08-15,2024-11-13,2024-11-14,Paid,51465.16,1,True,False,0.5866906702627476
INV_0068,EXP_043,Canada,131983.47,2025-09-27,2025-10-27,2025-10-25,Paid,131983.47,-2,False,False,1.4948784909975552
INV_0069,EXP_019,USA,53861.91,2023-04-26,2023-06-25,2023-08-16,Paid Late,53861.91,52,True,False,0.7784518907900169
INV_0070,EXP_050,UAE,118629.5,2026-01-25,2026-03-26,2026-05-16,Paid Late,118629.5,51,True,False,1.290191414416656
INV_0071,EXP_012,Singapore,98649.57,2024-05-12,2024-06-11,2024-06-16,Paid,98649.57,5,True,False,1.0516385830409027
INV_0072,EXP_007,UK,100729.66,2025-04-28,2025-06-12,2025-06-16,Paid,100729.66,4,True,False,1.6713234905166077
INV_0073,EXP_028,France,114926.2,2024-06-30,2024-09-28,2024-11-09,Paid Late,114926.2,42,True,False,1.183421646452362
INV_0074,EXP_036,UAE,135679.93,2023-11-11,2023-12-26,2024-01-15,Paid Late,135679.93,20,True,False,1.5991572283051918
INV_0075,EXP_017,UK,99683.55,2026-01-24,2026-04-24,2026-04-19,Paid,99683.55,-5,False,False,1.190574308004237
INV_0076,EXP_045,Canada,7467.27,2025-05-10,2025-06-24,2025-08-03,Paid Late,7467.27,40,True,False,0.13407302680923688
INV_0077,EXP_032,UAE,38411.03,2024-10-14,2025-01-12,2025-01-13,Paid,38411.03,1,True,False,0.4572923235568832
INV_0078,EXP_032,UK,95232.74,2023-04-09,2023-07-08,2023-07-07,Paid,95232.74,-1,False,False,1.1337681117452079
INV_0079,EXP_045,Germany,59643.33,2023-04-01,2023-06-30,2023-07-01,Paid,59643.33,1,True,False,1.0708815647595658
INV_0080,EXP_050,Germany,73145.81,2024-12-14,2025-01-13,2025-02-27,Paid Late,73145.81,45,True,False,0.7955196309733412
INV_0081,EXP_021,UK,106038.78,2024-03-06,2024-04-20,2024-05-25,Paid Late,106038.78,35,True,False,1.4073112367515122
INV_0082,EXP_003,Canada,96103.6,2023-07-14,2023-08-13,2023-08-12,Paid,96103.6,-1,False,False,1.239500751411121
INV_0083,EXP_048,Germany,115832.49,2023-08-15,2023-11-13,,Defaulted,42114.12,827,True,True,1.4617348844852969
INV_0084,EXP_010,Canada,143615.39,2025-09-21,2025-11-05,2025-11-20,Paid Late,143615.39,15,True,False,1.6983501089730375
INV_0085,EXP_004,USA,87920.43,2024-07-19,2024-10-17,2024-10-12,Paid,87920.43,-5,False,False,1.0896629029098548
INV_0086,EXP_036,Canada,79443.15,2023-10-15,2023-11-14,2023-11-28,Paid Late,79443.15,14,True,False,0.9363366237131283
INV_0087,EXP_012,UAE,141774.29,2025-12-08,2026-01-07,2026-01-04,Paid,141774.29,-3,False,False,1.5113630342963487
INV_0088,EXP_032,UK,62281.32,2023-05-11,2023-08-09,2023-09-27,Paid Late,62281.32,49,True,False,0.741473726088308
INV_0089,EXP_005,USA,43950.39,2024-01-15,2024-02-14,2024-02-16,Paid,43950.39,2,True,False,0.5993675807611668
INV_0090,EXP_020,Canada,112093.92,2024-05-11,2024-06-10,,Overdue,0.0,617,True,True,1.3766566813956953
INV_0091,EXP_036,Singapore,102708.44,2025-05-29,2025-06-28,2025-08-10,Paid Late,102708.44,43,True,False,1.210547088533655
INV_0092,EXP_015,UK,13567.84,2023-09-26,2023-10-26,2023-10-23,Paid,13567.84,-3,False,False,0.17047671206491524
INV_0093,EXP_016,Singapore,76233.08,2023-08-21,2023-09-20,2023-09-16,Paid,76233.08,-4,False,False,1.003466191470034
INV_0094,EXP_039,USA,106780.38,2025-01-17,2025-03-18,2025-03-21,Paid,106780.38,3,True,False,1.4576970563954952
INV_0095,EXP_042,Canada,11928.53,2023-01-21,2023-02-20,2023-04-17,Paid Late,11928.53,56,True,False,0.15855557398435563
INV_0096,EXP_038,France,56463.81,2026-01-26,2026-02-25,2026-03-02,Paid,56463.81,5,True,False,0.6867726736437172
INV_0097,EXP_037,Canada,124478.54,2023-10-11,2024-01-09,,Defaulted,44102.72,770,True,True,1.6714712078755627
INV_0098,EXP_025,UK,60483.25,2025-09-08,2025-10-23,2025-10-24,Paid,60483.25,1,True,False,0.8789523996781101
INV_0099,EXP_032,UK,142679.76,2025-02-09,2025-03-11,2025-04-05,Paid Late,142679.76,25,True,False,1.6986360161375116
INV_0100,EXP_050,UAE,32652.85,2025-12-28,2026-02-26,2026-04-13,Paid Late,32652.85,46,True,False,0.3551260582421312
INV_0101,EXP_025,USA,15055.85,2024-10-22,2025-01-20,2025-01-18,Paid,15055.85,-2,False,False,0.2187940543322932
INV_0102,EXP_026,Canada,116862.54,2024-01-22,2024-04-21,2024-04-17,Paid,116862.54,-4,False,False,1.5150400612009638
INV_0103,EXP_043,Canada,133211.36,2024-11-27,2024-12-27,2025-02-17,Paid Late,133211.36,52,True,False,1.5087858867518187
INV_0104,EXP_001,USA,40902.07,2024-02-25,2024-03-26,2024-03-24,Paid,40902.07,-2,False,False,0.5410661535164261
INV_0105,EXP_019,Singapore,64103.9,2024-02-25,2024-05-25,2024-05-25,Paid,64103.9,0,False,False,0.9264766541330258
INV_0106,EXP_043,France,75371.23,2024-02-06,2024-05-06,2024-05-02,Paid,75371.23,-4,False,False,0.8536738014770309
INV_0107,EXP_043,UAE,20635.33,2024-11-22,2025-01-06,2025-02-07,Paid Late,20635.33,32,True,False,0.23372101803079268
INV_0108,EXP_040,Singapore,147305.75,2025-09-27,2025-11-11,2025-11-07,Paid,147305.75,-4,False,False,1.531397315420011
INV_0109,EXP_012,UK,139302.03,2025-04-21,2025-07-20,2025-07-24,Paid,139302.03,4,True,False,1.4850078864400658
INV_0110,EXP_007,USA,57709.16,2024-10-02,2024-12-31,2024-12-28,Paid,57709.16,-3,False,False,0.9575201060539805
INV_0111,EXP_042,France,129300.92,2024-08-26,2024-09-25,2024-09-22,Paid,129300.92,-3,False,False,1.7186846650262226
INV_0112,EXP_040,UAE,42566.32,2024-06-14,2024-08-13,2024-09-19,Paid Late,42566.32,37,True,False,0.44252140989275107
INV_0113,EXP_041,UK,108787.82,2024-04-13,2024-06-12,2024-06-07,Paid,108787.82,-5,False,False,1.3047717145577824
INV_0114,EXP_026,Germany,146667.83,2024-09-14,2024-10-29,2024-11-03,Paid,146667.83,5,True,False,1.901444535942934
INV_0115,EXP_050,France,75845.05,2023-05-25,2023-07-09,2023-07-06,Paid,75845.05,-3,False,False,0.8248760412545109
INV_0116,EXP_035,Canada,140484.33,2023-03-12,2023-04-26,2023-04-23,Paid,140484.33,-3,False,False,1.5159415345538216
INV_0117,EXP_024,France,113062.67,2024-05-16,2024-07-15,2024-07-18,Paid,113062.67,3,True,False,1.304435944786866
INV_0118,EXP_005,UK,120172.18,2025-02-10,2025-04-11,,Defaulted,20592.6,312,True,True,1.638832074104359
INV_0119,EXP_041,UAE,119931.37,2024-12-15,2025-02-13,2025-04-10,Paid Late,119931.37,56,True,False,1.4384244418553822
INV_0120,EXP_037,Germany,142616.79,2026-01-31,2026-04-01,2026-04-02,Paid,142616.79,1,True,False,1.9150277489166847
INV_0121,EXP_026,Singapore,77234.59,2024-02-09,2024-04-09,2024-04-07,Paid,77234.59,-2,False,False,1.001291756626472
INV_0122,EXP_035,Germany,36835.51,2025-08-10,2025-09-24,2025-09-27,Paid,36835.51,3,True,False,0.39748546727932327
INV_0123,EXP_037,France,97684.95,2025-08-20,2025-09-19,2025-10-09,Paid Late,97684.95,20,True,False,1.3116926127809978
INV_0124,EXP_001,France,115924.27,2024-10-16,2025-01-14,2025-03-06,Paid Late,115924.27,51,True,False,1.5334847079402003
INV_0125,EXP_033,Singapore,148603.99,2024-11-02,2025-01-31,2025-01-27,Paid,148603.99,-4,False,False,1.9252245905494207
INV_0126,EXP_033,UAE,60540.82,2023-12-18,2024-03-17,2024-03-15,Paid,60540.82,-2,False,False,0.784330726220919
INV_0127,EXP_039,Canada,28452.16,2023-11-12,2023-12-12,2023-12-10,Paid,28452.16,-2,False,False,0.388410585166429
INV_0128,EXP_047,Canada,113935.42,2023-11-26,2024-01-25,2024-01-27,Paid,113935.42,2,True,False,1.2264054253028025
INV_0129,EXP_043,Canada,18164.55,2023-12-31,2024-01-30,2024-03-15,Paid Late,18164.55,45,True,False,0.20573633269112898
INV_0130,EXP_033,France,115161.37,2023-12-30,2024-01-29,2024-01-28,Paid,115161.37,-1,False,False,1.4919619682174103
INV_0131,EXP_011,France,81239.88,2024-05-13,2024-07-12,2024-07-15,Paid,81239.88,3,True,False,1.0985193765095538
INV_0132,EXP_010,Singapore,97044.89,2023-03-14,2023-04-28,2023-05-02,Paid,97044.89,4,True,False,1.1476221281491936
INV_0133,EXP_035,Germany,147337.85,2023-11-08,2023-12-23,2023-12-28,Paid,147337.85,5,True,False,1.5898966555690646
INV_0134,EXP_037,UAE,149809.13,2023-06-03,2023-07-18,2023-07-23,Paid,149809.13,5,True,False,2.011604951920927
INV_0135,EXP_025,Singapore,71073.14,2023-10-05,2024-01-03,2024-01-06,Paid,71073.14,3,True,False,1.032846398889912
INV_0136,EXP_039,France,123996.88,2024-08-03,2024-10-02,2024-09-29,Paid,123996.88,-3,False,False,1.6927256390942367
INV_0137,EXP_017,USA,119306.85,2025-11-24,2026-01-23,2026-01-18,Paid,119306.85,-5,False,False,1.4249459452328423
INV_0138,EXP_038,UK,122784.01,2023-07-13,2023-08-27,2023-08-30,Paid,122784.01,3,True,False,1.4934292040936823
INV_0139,EXP_004,France,110822.74,2024-11-18,2025-02-16,2025-02-20,Paid,110822.74,4,True,False,1.3735081661546027
INV_0140,EXP_038,France,14652.59,2024-11-12,2025-02-10,2025-03-30,Paid Late,14652.59,48,True,False,0.17822032218699366
INV_0141,EXP_001,UK,89190.4,2025-05-07,2025-06-21,2025-06-26,Paid,89190.4,5,True,False,1.1798402051189938
INV_0142,EXP_035,UAE,73695.44,2025-09-06,2025-12-05,2025-12-09,Paid,73695.44,4,True,False,0.7952344464554808
INV_0143,EXP_009,Singapore,56038.15,2024-12-01,2025-01-30,2025-01-30,Paid,56038.15,0,False,False,0.6480181396536393
INV_0144,EXP_037,UK,117008.74,2025-10-19,2025-12-03,2025-12-08,Paid,117008.74,5,True,False,1.571168331342878
INV_0145,EXP_015,Singapore,87683.49,2026-01-12,2026-03-13,2026-05-04,Paid Late,87683.49,52,True,False,1.1017223874674875
INV_0146,EXP_021,UK,145528.85,2024-08-18,2024-10-02,2024-10-05,Paid,145528.85,3,True,False,1.9314102432763307
INV_0147,EXP_045,Canada,56297.86,2025-07-22,2025-09-05,2025-09-05,Paid,56297.86,0,False,False,1.010814460048005
INV_0148,EXP_048,France,43963.5,2023-06-05,2023-08-04,2023-08-02,Paid,43963.5,-2,False,False,0.5547923695162674
INV_0149,EXP_009,UAE,57693.73,2025-05-24,2025-06-23,,Defaulted,609.89,239,True,True,0.6671630591709283
INV_0150,EXP_039,Germany,96928.57,2025-03-02,2025-04-16,2025-04-14,Paid,96928.57,-2,False,False,1.3232064839029858
INV_0151,EXP_039,UK,76368.07,2025-12-14,2026-01-13,2026-01-18,Paid,76368.07,5,True,False,1.0425277643852282
INV_0152,EXP_021,Canada,15417.47,2023-05-17,2023-07-16,2023-07-13,Paid,15417.47,-3,False,False,0.20461550739530704
INV_0153,EXP_028,Canada,20224.64,2025-02-05,2025-05-06,2025-05-07,Paid,20224.64,1,True,False,0.20825779298111569
INV_0154,EXP_045,Canada,63698.7,2025-12-08,2026-01-22,2026-01-21,Paid,63698.7,-1,False,False,1.1436947522740624
INV_0155,EXP_002,UK,98664.63,2026-02-03,2026-05-04,2026-05-31,Paid Late,98664.63,27,True,False,1.1842239302454503
INV_0156,EXP_002,UK,124240.83,2024-08-12,2024-09-11,2024-09-13,Paid,124240.83,2,True,False,1.4912027136731456
INV_0157,EXP_036,UK,99312.54,2024-09-28,2024-11-12,2024-11-10,Paid,99312.54,-2,False,False,1.1705221708350564
INV_0158,EXP_040,Canada,127680.21,2023-05-14,2023-08-12,2023-08-17,Paid,127680.21,5,True,False,1.327369303820545
INV_0159,EXP_021,USA,113684.25,2025-05-10,2025-07-09,2025-07-08,Paid,113684.25,-1,False,False,1.508779358520233
INV_0160,EXP_026,UK,60199.29,2024-10-24,2024-12-23,,Defaulted,9919.74,421,True,True,0.780441157669982
INV_0161,EXP_043,USA,54896.41,2025-06-25,2025-09-23,,Overdue,0.0,147,True,True,0.6217707607019508
INV_0162,EXP_005,Canada,73719.75,2023-04-18,2023-06-02,2023-06-03,Paid,73719.75,1,True,False,1.0053432566085996
INV_0163,EXP_029,UK,78575.98,2025-01-17,2025-04-17,2025-05-18,Paid Late,78575.98,31,True,False,1.0742936638587646
INV_0164,EXP_001,Singapore,51946.39,2025-11-09,2025-12-24,2025-12-22,Paid,51946.39,-2,False,False,0.6871640830491987
INV_0165,EXP_020,UAE,41846.95,2025-09-18,2025-11-17,2025-11-20,Paid,41846.95,3,True,False,0.5139340591669164
INV_0166,EXP_031,Singapore,71001.98,2023-05-21,2023-07-05,2023-07-02,Paid,71001.98,-3,False,False,0.823495891141738
INV_0167,EXP_007,UK,55782.67,2023-09-06,2023-12-05,2024-02-01,Paid Late,55782.67,58,True,False,0.9255554593824307
INV_0168,EXP_041,UK,142241.05,2023-08-23,2023-10-22,,Defaulted,49687.21,849,True,True,1.7060007148686245
INV_0169,EXP_035,France,137007.95,2024-07-12,2024-08-26,2024-08-26,Paid,137007.95,0,False,False,1.4784285334106182
INV_0170,EXP_040,UAE,149698.54,2023-09-05,2023-11-04,2023-11-04,Paid,149698.54,0,False,False,1.5562728697168653
INV_0171,EXP_045,Canada,22431.53,2023-09-07,2023-10-22,2023-10-22,Paid,22431.53,0,False,False,0.4027526958396042
INV_0172,EXP_009,Germany,33547.28,2025-10-01,2025-12-30,2025-12-30,Paid,33547.28,0,False,False,0.38793653923335686
INV_0173,EXP_048,USA,108094.02,2024-09-17,2024-12-16,2024-12-20,Paid,108094.02,4,True,False,1.36408014571949
INV_0174,EXP_005,UK,37793.78,2025-08-09,2025-10-08,2025-10-03,Paid,37793.78,-5,False,False,0.5154076331613843
INV_0175,EXP_001,France,130993.06,2025-08-23,2025-09-22,2025-09-25,Paid,130993.06,3,True,False,1.7328196619766778
INV_0176,EXP_002,USA,143455.09,2025-06-03,2025-07-03,2025-08-08,Paid Late,143455.09,36,True,False,1.7218222020749967
INV_0177,EXP_013,Canada,63126.89,2023-04-03,2023-06-02,2023-06-06,Paid,63126.89,4,True,False,0.9247425826955715
INV_0178,EXP_009,Canada,61355.27,2024-07-21,2024-08-20,2024-09-29,Paid Late,61355.27,40,True,False,0.7095046485893403
INV_0179,EXP_020,Canada,121455.02,2024-11-02,2025-01-01,2025-01-06,Paid,121455.02,5,True,False,1.4916229602109357
INV_0180,EXP_032,USA,56805.07,2024-12-10,2025-03-10,,Overdue,0.0,344,True,True,0.676277685084503
INV_0181,EXP_030,UAE,33838.04,2025-07-29,2025-10-27,2025-10-27,Paid,33838.04,0,False,False,0.4322657859907868
INV_0182,EXP_014,UAE,89492.33,2024-01-09,2024-02-08,2024-02-03,Paid,89492.33,-5,False,False,1.020191427969426
INV_0183,EXP_025,Singapore,72069.55,2023-03-18,2023-04-17,,Defaulted,25825.2,1037,True,True,1.0473263906324732
INV_0184,EXP_004,Singapore,83785.44,2024-11-14,2025-02-12,2025-02-11,Paid,83785.44,-1,False,False,1.0384149141670427
INV_0185,EXP_003,Singapore,128966.04,2024-03-24,2024-06-22,2024-06-22,Paid,128966.04,0,False,False,1.6633456341543569
INV_0186,EXP_006,Singapore,127501.38,2024-09-07,2024-10-07,2024-10-09,Paid,127501.38,2,True,False,1.836999771766255
INV_0187,EXP_040,Canada,27747.09,2025-10-14,2026-01-12,2026-01-15,Paid,27747.09,3,True,False,0.28846001691527606
INV_0188,EXP_003,France,32105.26,2025-06-07,2025-07-07,2025-07-02,Paid,32105.26,-5,False,False,0.41407911768393063
INV_0189,EXP_012,Germany,72448.88,2025-08-16,2025-11-14,2025-12-07,Paid Late,72448.88,23,True,False,0.7723301531481628
INV_0190,EXP_031,Singapore,146117.06,2025-11-05,2026-02-03,2026-02-07,Paid,146117.06,4,True,False,1.694696380801082
INV_0191,EXP_030,UAE,118776.21,2023-02-25,2023-05-26,2023-05-22,Paid,118776.21,-4,False,False,1.5173128163645635
INV_0192,EXP_004,UK,12276.94,2024-04-29,2024-05-29,2024-06-01,Paid,12276.94,3,True,False,0.15215719576496742
INV_0193,EXP_019,Canada,82435.35,2026-01-09,2026-02-08,2026-02-09,Paid,82435.35,1,True,False,1.1914162359900868
INV_0194,EXP_048,Canada,134614.98,2023-09-09,2023-12-08,2024-01-11,Paid Late,134614.98,34,True,False,1.698758372890806
INV_0195,EXP_047,France,75550.16,2023-03-18,2023-05-02,2023-05-04,Paid,75550.16,2,True,False,0.8132249488920547
INV_0196,EXP_046,Canada,78261.57,2023-11-18,2024-01-02,2024-01-03,Paid,78261.57,1,True,False,1.1062233258162435
INV_0197,EXP_033,Germany,75146.05,2025-05-19,2025-07-03,2025-07-05,Paid,75146.05,2,True,False,0.9735473680259616
INV_0198,EXP_004,Singapore,100743.25,2024-09-22,2024-11-06,,Overdue,0.0,468,True,True,1.2485855931729775
INV_0199,EXP_001,USA,86380.57,2023-08-29,2023-11-27,2023-11-25,Paid,86380.57,-2,False,False,1.1426708415602533
INV_0200,EXP_019,Canada,60343.65,2025-04-25,2025-07-24,2025-07-20,Paid,60343.65,-4,False,False,0.8721307588177063
INV_0201,EXP_003,Singapore,8519.7,2025-04-22,2025-05-22,2025-07-12,Paid Late,8519.7,51,True,False,0.10988323592245583
INV_0202,EXP_036,Canada,17800.31,2023-12-15,2024-03-14,2024-03-12,Paid,17800.31,-2,False,False,0.2097988582583525
INV_0203,EXP_010,France,32666.04,2025-09-12,2025-10-12,2025-10-15,Paid,32666.04,3,True,False,0.38629824139124364
INV_0204,EXP_028,USA,142951.46,2023-02-23,2023-04-09,,Overdue,0.0,1045,True,True,1.4720042266773716
INV_0205,EXP_041,Germany,146444.14,2024-04-22,2024-06-06,2024-06-07,Paid,146444.14,1,True,False,1.7564114404971065
INV_0206,EXP_043,Canada,26948.65,2023-04-30,2023-06-14,2023-06-17,Paid,26948.65,3,True,False,0.30522729283008904
INV_0207,EXP_020,Canada,73604.59,2025-08-15,2025-10-14,2025-10-10,Paid,73604.59,-4,False,False,0.9039584894960474
INV_0208,EXP_001,Canada,110397.12,2024-12-21,2025-02-19,2025-02-19,Paid,110397.12,0,False,False,1.4603697337981014
INV_0209,EXP_016,Singapore,89079.66,2025-11-23,2026-01-07,2026-02-03,Paid Late,89079.66,27,True,False,1.1725674360480454
INV_0210,EXP_045,Germany,65081.28,2023-12-21,2024-03-20,2024-03-15,Paid,65081.28,-5,False,False,1.1685186417819968
