invoice_id,exporter_id,importer_country,invoice_amount,risk_score,risk_category,risk_explanation,default_rate_raw,avg_delay_raw,volatility_raw,country_risk_raw
INV_0032,EXP_023,UAE,106896.01,74.73,High,Risk Drivers: Frequent payment delays (138.9 days avg); High-risk importer country (UAE),0.1428571428571428,138.89285714285714,1.3968321695493109,0.13286713286713286
INV_0033,EXP_022,Canada,11587.11,42.34,Medium,Standard risk profile. No major red flags.,0.12,96.52,0.1521151104015968,0.06206896551724138
INV_0034,EXP_010,USA,58930.52,25.09,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,0.6968936620499917,0.10714285714285714
INV_0035,EXP_039,Canada,27196.97,18.5,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,0.3712755387448199,0.06206896551724138
INV_0036,EXP_034,USA,39830.92,35.22,Medium,Standard risk profile. No major red flags.,0.0769230769230769,55.46153846153846,0.5150278039363213,0.10714285714285714
INV_0037,EXP_002,USA,89347.62,35.29,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.072396356368812,0.10714285714285714
INV_0038,EXP_013,Singapore,9478.97,47.37,Medium,Risk Drivers: High historical default rate (15.8%),0.1578947368421052,72.26315789473684,0.1388569466845878,0.08196721311475409
INV_0039,EXP_012,Canada,43084.33,4.05,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,0.4592938798665484,0.06206896551724138
INV_0040,EXP_045,UK,35021.36,28.47,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,0.6288000485017866,0.09210526315789473
INV_0041,EXP_026,Germany,83056.38,36.96,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,1.0767671405938166,0.06289308176100629
INV_0042,EXP_017,Canada,53485.09,34.41,Medium,Standard risk profile. No major red flags.,0.0869565217391304,66.95652173913044,0.6388012266346286,0.06206896551724138
INV_0043,EXP_042,UK,35408.85,42.39,Medium,Standard risk profile. No major red flags.,0.1,82.05,0.470659044817421,0.09210526315789473
INV_0044,EXP_012,Canada,130725.32,11.89,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,1.3935771873346088,0.06206896551724138
INV_0045,EXP_009,USA,90852.39,28.65,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,1.050605645455585,0.10714285714285714
INV_0046,EXP_034,Singapore,137921.9,42.52,Medium,Standard risk profile. No major red flags.,0.0769230769230769,55.46153846153846,1.7833786734457782,0.08196721311475409
INV_0047,EXP_038,France,79897.81,40.24,Medium,Standard risk profile. No major red flags.,0.1176470588235294,55.64705882352941,0.9718018070685936,0.05755395683453238
INV_0048,EXP_036,UAE,128119.19,66.16,Medium,Risk Drivers: High-risk importer country (UAE),0.1333333333333333,99.1,1.5100444757976088,0.13286713286713286
INV_0049,EXP_035,Singapore,98811.66,34.81,Medium,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,1.0662591300553628,0.08196721311475409
INV_0050,EXP_004,France,93721.31,39.23,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,1.1615574982869672,0.05755395683453238
INV_0051,EXP_049,USA,44789.71,35.87,Medium,Standard risk profile. No major red flags.,0.0588235294117647,65.88235294117646,0.7611113779455797,0.10714285714285714
INV_0052,EXP_024,Canada,35613.65,73.46,High,Risk Drivers: High historical default rate (21.1%); Frequent payment delays (157.2 days avg),0.2105263157894736,157.21052631578948,0.4108847348559765,0.06206896551724138
INV_0053,EXP_034,France,94754.56,34.6,Medium,Standard risk profile. No major red flags.,0.0769230769230769,55.46153846153846,1.2252097855071489,0.05755395683453238
INV_0054,EXP_027,UK,79060.83,33.89,Medium,Standard risk profile. No major red flags.,0.0588235294117647,60.11764705882353,0.8965667288741888,0.09210526315789473
INV_0055,EXP_039,UK,67041.64,27.05,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,0.9152093416779982,0.09210526315789473
INV_0056,EXP_029,USA,8935.98,42.02,Medium,Standard risk profile. No major red flags.,0.0833333333333333,101.25,0.1221730444134281,0.10714285714285714
INV_0057,EXP_037,UK,16264.06,44.94,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,0.2183903186297061,0.09210526315789473
INV_0058,EXP_012,France,61278.82,5.08,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,0.6532534448474386,0.05755395683453238
INV_0059,EXP_033,Singapore,134432.22,48.66,Medium,Standard risk profile. No major red flags.,0.0952380952380952,71.0,1.741623597765778,0.08196721311475409
INV_0060,EXP_008,USA,93379.27,30.28,Medium,Standard risk profile. No major red flags.,0.0555555555555555,18.0,1.274929175546864,0.10714285714285714
INV_0061,EXP_010,UK,131152.43,30.26,Medium,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,1.550967091915279,0.09210526315789473
INV_0062,EXP_004,Singapore,94340.21,42.54,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,1.1692279836407231,0.08196721311475409
INV_0063,EXP_001,Canada,70502.38,55.4,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,0.9326288757599166,0.06206896551724138
INV_0064,EXP_010,France,27027.22,15.35,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,0.3196153422849616,0.05755395683453238
INV_0065,EXP_039,France,12025.02,16.16,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,0.1641578373957552,0.05755395683453238
INV_0066,EXP_006,UK,116720.24,32.2,Medium,Standard risk profile. No major red flags.,0.0555555555555555,20.61111111111111,1.6816684983370571,0.09210526315789473
INV_0067,EXP_014,Germany,51465.16,16.62,Low,Standard risk profile. No major red flags.,0.0416666666666666,21.25,0.5866906702627476,0.06289308176100629
INV_0068,EXP_043,Canada,131983.47,46.41,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,1.4948784909975552,0.06206896551724138
INV_0069,EXP_019,USA,53861.91,65.99,Medium,Risk Drivers: High historical default rate (19.0%),0.1904761904761904,91.47619047619048,0.7784518907900169,0.10714285714285714
INV_0070,EXP_050,UAE,118629.5,70.45,High,Risk Drivers: Frequent payment delays (121.4 days avg); High-risk importer country (UAE),0.1428571428571428,121.42857142857144,1.290191414416656,0.13286713286713286
INV_0071,EXP_012,Singapore,98649.57,11.66,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,1.0516385830409027,0.08196721311475409
INV_0072,EXP_007,UK,100729.66,75.7,High,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg),0.1904761904761904,113.28571428571428,1.6713234905166077,0.09210526315789473
INV_0073,EXP_028,France,114926.2,45.08,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,1.183421646452362,0.05755395683453238
INV_0074,EXP_036,UAE,135679.93,66.91,Medium,Risk Drivers: High-risk importer country (UAE),0.1333333333333333,99.1,1.5991572283051918,0.13286713286713286
INV_0075,EXP_017,UK,99683.55,43.03,Medium,Standard risk profile. No major red flags.,0.0869565217391304,66.95652173913044,1.190574308004237,0.09210526315789473
INV_0076,EXP_045,Canada,7467.27,20.33,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,0.1340730268092368,0.06206896551724138
INV_0077,EXP_032,UAE,38411.03,27.41,Low,Risk Drivers: High-risk importer country (UAE),0.0476190476190476,28.714285714285715,0.4572923235568832,0.13286713286713286
INV_0078,EXP_032,UK,95232.74,27.67,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,1.133768111745208,0.09210526315789473
INV_0079,EXP_045,Germany,59643.33,28.3,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,1.0708815647595658,0.06289308176100629
INV_0080,EXP_050,Germany,73145.81,57.01,Medium,Risk Drivers: Frequent payment delays (121.4 days avg),0.1428571428571428,121.42857142857144,0.7955196309733412,0.06289308176100629
INV_0081,EXP_021,UK,106038.78,25.22,Low,Standard risk profile. No major red flags.,0.0476190476190476,4.238095238095238,1.4073112367515122,0.09210526315789473
INV_0082,EXP_003,Canada,96103.6,11.62,Low,Standard risk profile. No major red flags.,0.0,8.619047619047619,1.239500751411121,0.06206896551724138
INV_0083,EXP_048,Germany,115832.49,43.87,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,1.4617348844852969,0.06289308176100629
INV_0084,EXP_010,Canada,143615.39,27.51,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,1.6983501089730375,0.06206896551724138
INV_0085,EXP_004,USA,87920.43,45.22,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,1.0896629029098548,0.10714285714285714
INV_0086,EXP_036,Canada,79443.15,51.95,Medium,Standard risk profile. No major red flags.,0.1333333333333333,99.1,0.9363366237131284,0.06206896551724138
INV_0087,EXP_012,UAE,141774.29,22.28,Low,Risk Drivers: High-risk importer country (UAE),0.0,3.3157894736842106,1.5113630342963489,0.13286713286713286
INV_0088,EXP_032,UK,62281.32,24.38,Low,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,0.741473726088308,0.09210526315789473
INV_0089,EXP_005,USA,43950.39,40.86,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,0.5993675807611668,0.10714285714285714
INV_0090,EXP_020,Canada,112093.92,28.37,Low,Standard risk profile. No major red flags.,0.0555555555555555,34.611111111111114,1.3766566813956953,0.06206896551724138
INV_0091,EXP_036,Singapore,102708.44,56.89,Medium,Standard risk profile. No major red flags.,0.1333333333333333,99.1,1.210547088533655,0.08196721311475409
INV_0092,EXP_015,UK,13567.84,23.27,Low,Standard risk profile. No major red flags.,0.0476190476190476,47.714285714285715,0.1704767120649152,0.09210526315789473
INV_0093,EXP_016,Singapore,76233.08,11.29,Low,Standard risk profile. No major red flags.,0.0,3.5,1.003466191470034,0.08196721311475409
INV_0094,EXP_039,USA,106780.38,33.6,Medium,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.4576970563954952,0.10714285714285714
INV_0095,EXP_042,Canada,11928.53,35.79,Medium,Standard risk profile. No major red flags.,0.1,82.05,0.1585555739843556,0.06206896551724138
INV_0096,EXP_038,France,56463.81,37.85,Medium,Standard risk profile. No major red flags.,0.1176470588235294,55.64705882352941,0.6867726736437172,0.05755395683453238
INV_0097,EXP_037,Canada,124478.54,53.14,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,1.6714712078755627,0.06206896551724138
INV_0098,EXP_025,UK,60483.25,30.41,Medium,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,0.8789523996781101,0.09210526315789473
INV_0099,EXP_032,UK,142679.76,32.4,Medium,Standard risk profile. No major red flags.,0.0476190476190476,28.714285714285715,1.6986360161375116,0.09210526315789473
INV_0100,EXP_050,UAE,32652.85,62.61,Medium,Risk Drivers: Frequent payment delays (121.4 days avg); High-risk importer country (UAE),0.1428571428571428,121.42857142857144,0.3551260582421312,0.13286713286713286
INV_0101,EXP_025,USA,15055.85,26.87,Low,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,0.2187940543322932,0.10714285714285714
INV_0102,EXP_026,Canada,116862.54,40.52,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,1.5150400612009638,0.06206896551724138
INV_0103,EXP_043,Canada,133211.36,46.52,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,1.508785886751819,0.06206896551724138
INV_0104,EXP_001,USA,40902.07,58.1,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,0.5410661535164261,0.10714285714285714
INV_0105,EXP_019,Singapore,64103.9,63.89,Medium,Risk Drivers: High historical default rate (19.0%),0.1904761904761904,91.47619047619048,0.9264766541330258,0.08196721311475409
INV_0106,EXP_043,France,75371.23,40.43,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,0.8536738014770309,0.05755395683453238
INV_0107,EXP_043,UAE,20635.33,45.23,Medium,Risk Drivers: High historical default rate (15.0%); High-risk importer country (UAE),0.15,30.0,0.2337210180307926,0.13286713286713286
INV_0108,EXP_040,Singapore,147305.75,15.5,Low,Standard risk profile. No major red flags.,0.0,2.375,1.531397315420011,0.08196721311475409
INV_0109,EXP_012,UK,139302.03,16.64,Low,Standard risk profile. No major red flags.,0.0,3.3157894736842106,1.4850078864400658,0.09210526315789473
INV_0110,EXP_007,USA,57709.16,71.71,High,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg),0.1904761904761904,113.28571428571428,0.9575201060539804,0.10714285714285714
INV_0111,EXP_042,France,129300.92,48.27,Medium,Standard risk profile. No major red flags.,0.1,82.05,1.7186846650262226,0.05755395683453238
INV_0112,EXP_040,UAE,42566.32,13.13,Low,Risk Drivers: High-risk importer country (UAE),0.0,2.375,0.442521409892751,0.13286713286713286
INV_0113,EXP_041,UK,108787.82,59.93,Medium,Risk Drivers: Frequent payment delays (119.2 days avg),0.1176470588235294,119.17647058823528,1.3047717145577824,0.09210526315789473
INV_0114,EXP_026,Germany,146667.83,43.87,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,1.901444535942934,0.06289308176100629
INV_0115,EXP_050,France,75845.05,56.55,Medium,Risk Drivers: Frequent payment delays (121.4 days avg),0.1428571428571428,121.42857142857144,0.8248760412545109,0.05755395683453238
INV_0116,EXP_035,Canada,140484.33,35.94,Medium,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,1.5159415345538216,0.06206896551724138
INV_0117,EXP_024,France,113062.67,80.36,High,Risk Drivers: High historical default rate (21.1%); Frequent payment delays (157.2 days avg),0.2105263157894736,157.21052631578948,1.304435944786866,0.05755395683453238
INV_0118,EXP_005,UK,120172.18,47.58,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,1.638832074104359,0.09210526315789473
INV_0119,EXP_041,UAE,119931.37,66.47,Medium,Risk Drivers: Frequent payment delays (119.2 days avg); High-risk importer country (UAE),0.1176470588235294,119.17647058823528,1.4384244418553822,0.13286713286713286
INV_0120,EXP_037,Germany,142616.79,55.29,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,1.9150277489166847,0.06289308176100629
INV_0121,EXP_026,Singapore,77234.59,38.86,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,1.001291756626472,0.08196721311475409
INV_0122,EXP_035,Germany,36835.51,26.67,Low,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,0.3974854672793232,0.06289308176100629
INV_0123,EXP_037,France,97684.95,49.52,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,1.3116926127809978,0.05755395683453238
INV_0124,EXP_001,France,115924.27,59.83,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,1.5334847079402003,0.05755395683453238
INV_0125,EXP_033,Singapore,148603.99,50.2,Medium,Standard risk profile. No major red flags.,0.0952380952380952,71.0,1.9252245905494207,0.08196721311475409
INV_0126,EXP_033,UAE,60540.82,47.39,Medium,Risk Drivers: High-risk importer country (UAE),0.0952380952380952,71.0,0.784330726220919,0.13286713286713286
INV_0127,EXP_039,Canada,28452.16,18.64,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,0.388410585166429,0.06206896551724138
INV_0128,EXP_047,Canada,113935.42,29.15,Low,Standard risk profile. No major red flags.,0.0526315789473684,48.05263157894737,1.2264054253028025,0.06206896551724138
INV_0129,EXP_043,Canada,18164.55,35.6,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,0.2057363326911289,0.06206896551724138
INV_0130,EXP_033,France,115161.37,43.32,Medium,Standard risk profile. No major red flags.,0.0952380952380952,71.0,1.4919619682174103,0.05755395683453238
INV_0131,EXP_011,France,81239.88,8.74,Low,Standard risk profile. No major red flags.,0.0,2.923076923076923,1.0985193765095538,0.05755395683453238
INV_0132,EXP_010,Singapore,97044.89,25.53,Low,Standard risk profile. No major red flags.,0.0357142857142857,35.714285714285715,1.1476221281491936,0.08196721311475409
INV_0133,EXP_035,Germany,147337.85,36.67,Medium,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,1.5898966555690646,0.06289308176100629
INV_0134,EXP_037,UAE,149809.13,65.39,Medium,Risk Drivers: Unusual invoice amount (high volatility); High-risk importer country (UAE),0.1363636363636363,70.45454545454545,2.011604951920927,0.13286713286713286
INV_0135,EXP_025,Singapore,71073.14,30.36,Medium,Standard risk profile. No major red flags.,0.0454545454545454,56.04545454545455,1.032846398889912,0.08196721311475409
INV_0136,EXP_039,France,123996.88,28.98,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.692725639094237,0.05755395683453238
INV_0137,EXP_017,USA,119306.85,46.99,Medium,Standard risk profile. No major red flags.,0.0869565217391304,66.95652173913044,1.4249459452328423,0.10714285714285714
INV_0138,EXP_038,UK,122784.01,49.21,Medium,Standard risk profile. No major red flags.,0.1176470588235294,55.64705882352941,1.4934292040936823,0.09210526315789473
INV_0139,EXP_004,France,110822.74,41.01,Medium,Standard risk profile. No major red flags.,0.1111111111111111,48.629629629629626,1.3735081661546027,0.05755395683453238
INV_0140,EXP_038,France,14652.59,33.59,Medium,Standard risk profile. No major red flags.,0.1176470588235294,55.64705882352941,0.1782203221869936,0.05755395683453238
INV_0141,EXP_001,UK,89190.4,61.46,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,1.1798402051189938,0.09210526315789473
INV_0142,EXP_035,UAE,73695.44,39.3,Medium,Risk Drivers: High-risk importer country (UAE),0.074074074074074,49.51851851851852,0.7952344464554808,0.13286713286713286
INV_0143,EXP_009,Singapore,56038.15,21.93,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,0.6480181396536393,0.08196721311475409
INV_0144,EXP_037,UK,117008.74,56.28,Medium,Standard risk profile. No major red flags.,0.1363636363636363,70.45454545454545,1.571168331342878,0.09210526315789473
INV_0145,EXP_015,Singapore,87683.49,29.73,Low,Standard risk profile. No major red flags.,0.0476190476190476,47.714285714285715,1.1017223874674875,0.08196721311475409
INV_0146,EXP_021,UK,145528.85,29.61,Low,Standard risk profile. No major red flags.,0.0476190476190476,4.238095238095238,1.9314102432763307,0.09210526315789473
INV_0147,EXP_045,Canada,56297.86,27.69,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,1.010814460048005,0.06206896551724138
INV_0148,EXP_048,France,43963.5,35.56,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,0.5547923695162674,0.05755395683453238
INV_0149,EXP_009,UAE,57693.73,28.85,Low,Risk Drivers: High-risk importer country (UAE),0.0526315789473684,22.157894736842103,0.6671630591709283,0.13286713286713286
INV_0150,EXP_039,Germany,96928.57,26.59,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.3232064839029858,0.06289308176100629
INV_0151,EXP_039,UK,76368.07,28.12,Low,Standard risk profile. No major red flags.,0.0416666666666666,40.833333333333336,1.0425277643852282,0.09210526315789473
INV_0152,EXP_021,Canada,15417.47,11.14,Low,Standard risk profile. No major red flags.,0.0476190476190476,4.238095238095238,0.204615507395307,0.06206896551724138
INV_0153,EXP_028,Canada,20224.64,37.5,Medium,Standard risk profile. No major red flags.,0.1052631578947368,83.57894736842105,0.2082577929811156,0.06206896551724138
INV_0154,EXP_045,Canada,63698.7,28.8,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,1.1436947522740624,0.06206896551724138
INV_0155,EXP_002,UK,98664.63,34.23,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.1842239302454505,0.09210526315789473
INV_0156,EXP_002,UK,124240.83,36.8,Medium,Standard risk profile. No major red flags.,0.0625,45.8125,1.4912027136731456,0.09210526315789473
INV_0157,EXP_036,UK,99312.54,57.9,Medium,Standard risk profile. No major red flags.,0.1333333333333333,99.1,1.1705221708350564,0.09210526315789473
INV_0158,EXP_040,Canada,127680.21,11.15,Low,Standard risk profile. No major red flags.,0.0,2.375,1.327369303820545,0.06206896551724138
INV_0159,EXP_021,USA,113684.25,28.07,Low,Standard risk profile. No major red flags.,0.0476190476190476,4.238095238095238,1.508779358520233,0.10714285714285714
INV_0160,EXP_026,UK,60199.29,38.35,Medium,Standard risk profile. No major red flags.,0.0833333333333333,64.125,0.780441157669982,0.09210526315789473
INV_0161,EXP_043,USA,54896.41,45.07,Medium,Risk Drivers: High historical default rate (15.0%),0.15,30.0,0.6217707607019508,0.10714285714285714
INV_0162,EXP_005,Canada,73719.75,38.28,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,1.0053432566085996,0.06206896551724138
INV_0163,EXP_029,UK,78575.98,48.01,Medium,Standard risk profile. No major red flags.,0.0833333333333333,101.25,1.0742936638587646,0.09210526315789473
INV_0164,EXP_001,Singapore,51946.39,55.98,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,0.6871640830491987,0.08196721311475409
INV_0165,EXP_020,UAE,41846.95,30.53,Medium,Risk Drivers: High-risk importer country (UAE),0.0555555555555555,34.611111111111114,0.5139340591669164,0.13286713286713286
INV_0166,EXP_031,Singapore,71001.98,9.59,Low,Standard risk profile. No major red flags.,0.0,2.473684210526316,0.823495891141738,0.08196721311475409
INV_0167,EXP_007,UK,55782.67,69.45,Medium,Risk Drivers: High historical default rate (19.0%); Frequent payment delays (113.3 days avg),0.1904761904761904,113.28571428571428,0.9255554593824308,0.09210526315789473
INV_0168,EXP_041,UK,142241.05,63.3,Medium,Risk Drivers: Frequent payment delays (119.2 days avg),0.1176470588235294,119.17647058823528,1.7060007148686245,0.09210526315789473
INV_0169,EXP_035,France,137007.95,35.03,Medium,Standard risk profile. No major red flags.,0.074074074074074,49.51851851851852,1.4784285334106182,0.05755395683453238
INV_0170,EXP_040,UAE,149698.54,22.47,Low,Risk Drivers: High-risk importer country (UAE),0.0,2.375,1.5562728697168653,0.13286713286713286
INV_0171,EXP_045,Canada,22431.53,22.59,Low,Standard risk profile. No major red flags.,0.0555555555555555,46.94444444444444,0.4027526958396042,0.06206896551724138
INV_0172,EXP_009,Germany,33547.28,17.21,Low,Standard risk profile. No major red flags.,0.0526315789473684,22.157894736842103,0.3879365392333568,0.06289308176100629
INV_0173,EXP_048,USA,108094.02,48.93,Medium,Standard risk profile. No major red flags.,0.0909090909090909,75.72727272727273,1.36408014571949,0.10714285714285714
INV_0174,EXP_005,UK,37793.78,38.16,Medium,Standard risk profile. No major red flags.,0.0909090909090909,67.18181818181819,0.5154076331613843,0.09210526315789473
INV_0175,EXP_001,France,130993.06,61.51,Medium,Risk Drivers: Frequent payment delays (114.1 days avg),0.1363636363636363,114.0909090909091,1.7328196619766778,0.05755395683453238
